 __label__8, 人 狼 なんて いる わけ ない じゃん 。 みんな 大げさ だ なあ 
 __label__1, って 私 も 両 ロラ に は 反対 で そのため 屋 も 白っぽく 感じ まし た 。 最後 に 者 です が 、 正直 に いっ て 私 の 中 で は ずっと 白 寄り でし た 。 という か 今 でも 白 で あっ て ほしい と 思っ て い ます 。 ただ 、 三 日 目 >> 505 で 青 真 決 打 … 。 自分 で あまり 言い たく は ない です が 、 正直 いっ て あの 時点 で 青 真 決 打 できる ほど 私 は 信頼 を 得 られ て い ない と 思い ます … なので これ は 占 の 真 が 誰 か 知っ てる ( この 予想 だ と 占 偽 は 狼 です ) 狼 が 占 狼 と 逆 の 真 占 側 に つく こと で ど 
 __label__7, ちら かの 生き残り を 図っ た の か と 思い まし た 。 以上 です 。 とりあえず 寝 ます 。 
 __label__9, 【 神 の 黒 確 確認 】 【 兵 の 襲撃 確認 】 二 人 とも お疲れ様 。 シモン が 襲撃 さ れ ちゃっ て 私 の 占 結果 いら ない けど 一応 。 【 兵 は 白 】 決定 前後 に い られ なく て 迷惑 かけ ちゃっ て ごめん ね 。 考察 は 夕方 以降 に 出す わ 。 
 __label__9, おはよう ござい ます 。 ニコ さん >> 565 ＞ 私 と し て も 、 その 都度 、 村 の 状況 と 私 なり の 考察 結果 から 迷い ながら も 村 側 最善 策 と 思う 行動 を し て いる つもり です 。 「 村人 として の 行動 」 と とっ て 頂ける の は 嬉しい の です が 、 それ を ただ 「 怖い 」 と 言わ れ て しまう と 悲しい です 。 ★( これ は みなさん に も お願い です 。 ) もし 私 を 疑う の で あれ ば 、 みなさん が 思う 私 の 違和感 や 矛盾 点 を 、 質問 に ぶつけ て 頂け ませ ん か ？ いくら で も 思考 吐露 し ます 
 __label__9, その 返答 が 納得 いか なかっ た 上 で 、 私 を 疑っ て 頂け ませ ん か ？ この 数 日 、 私 は 他者 に 沢山 質問 を し まし た 。 村 情報 が あまりに も 少なかっ た から です 。 でも 私 に対する 質問 は ほとんど あり ませ ん でし た 。 昨日 の ニコ さん の 質問 が 嬉しかっ た くらい です 。 私 の 心境 として 、 灰 が 狭まっ た この タイミング で 、 ただ 「 もし 狼 だっ たら 怖い 」 という 理由 だけ で 疑わ れる の は 辛い です 。 昨日 の ▼ 服 は 、 もし 今日 霊 襲撃 が あっ た 場合 、 村 側 として は ライ 
 __label__9, イン 確定 でき なく ない です か ？ ニコ さん 、 ヨア さん の 考察 が 襲撃 の こと 忘れ て いる よう な … 。 この あたり 、 精査 し て から また 発言 し ます 。 
 __label__9, おはよう ござい ます 、 とりあえず 【 パメラ さん の 判定 も 確認 し まし た 。 】 今日 狼 吊れ て 本当に よかっ た 。 とりあえず 、 気 に なっ た ところ だけ 。 ☆ ディーター さん ＞ 私 は 疑っ て いる つもり は ない です 。 思考 や 吊り 希望 、 姿勢 など に も 共感 する ところ が 多く 、 似 た タイプ の 方 な ん だろ う なあ と 思う し 、 村 側 なら きっと 悔しい だろ う なあ って 思い ます 。 「 これ で 狼 だっ たら どう しよう も ない 」 。 そう 思っ て かなり 信用 し て いる つもり です 。 
 __label__1, ですが 、 もし 狼 なら 演技 で これ ぐらい の こと は 可能 か と 。 です から 、 普通 の 灰 と は 別に 「 占い 結果 」 という 情報 によって 単体 考察 は 無理 でも 群 として 見 て 考察 し たい タイプ だ な 、 と 言っ てる だけ です 。 だから 、 前 に も 「 シモン さん や ディーター さん の よう な タイプ は 発言 から は 判断 し 辛い から どこ か で 一度 占っ て おき たい 」 と 言っ た 訳 です ね 。 でも 、 この 襲撃 から さらに 怖く なっ て き た という の が 事実 で … … 。 
 __label__5, とりあえず 顔 だけ 。 夕べ は すまん かっ た 。 【 仮 2100 本 2130 】 で 問題 が あっ たら 言っ て おくれ 
 __label__5, ▼ 服 から 霊 襲撃 が あっ た 場合 について 検討 し た 。 娘 → 年 の 占い 結果 で 分岐 し て おる 。 はじめ に [ 娘 → 年 : 黒 ] の 場合 について 。／| 青 娘 年 羊 | 老 | 服 | 者 屋 旅 |† 書 樵 兵 神 4 d | 占 占 ▲ 霊 | 白 |▼| 灰 灰 灰 |† 白白 白黒 | 娘 → 年 年 → 灰 5 d | 占 ▼ ／ 霊 |▲|／| 白 灰 灰 |† 白白 白黒 | 娘 → 年 : 黒 
 __label__5, 続い て [ 娘 → 年 : 白 ] の 場合 について ／| 青 娘 年 羊 | 老 | 服 | 者 屋 旅 |† 書 樵 兵 神 4 d | 占 占 ▲ 霊 | 白 |▼| 灰 灰 灰 |† 白白 白黒 | 娘 → 年 年 → 灰 5 d | 占 ▼ ／ 霊 |▲|／| 白 灰 灰 |† 白白 白黒 | 娘 → 年 : 白 
 __label__1, 霊 襲撃 は 狼 が 形 を 作れる 分 、 五分五分 より ちょっと 有利 という ところ か のう 。 GJ を 無視 し て おる し 、 能力 者 内訳 を 二 狼 が ない と 思え ば だいぶん 詰み っぽく なる はず じゃ 。 
 __label__9, 戦術 論 は それほど 得意 で ない ので ありがたい です 、 モーリッツ さん 。 でも ごめんなさい 、 よく 分かり ませ ん でし た … … 。 結局 、 今日 は エルナ さん を 吊っ た 方 が いい という こと な の でしょ う か ？ ちょっと 議事 録 読ん で き ます ね 。 
 __label__1, >> 579 忘れ て いる わけ で は ない の です が 確か に まだ >> 572 ~>> 575 の 時点 で は 襲撃 を 考慮 に いれ て ませ ん 。 それから 私 の 占い 希望 です が 、 灰 が 三 人 とも 私 の 中 で は 白 です 。 力不足 な の かも しれ ませ ん が 、 どうも 黒 要素 を 拾え ませ ん … 。 なので 自分 の 中 で 白 すぎる 者 占い を 希望 し まし た 。 これ は 確定 白 なら ディタ さん の 考え方 ( 私 真 で 決 打 や 疑い を 感じる ところ ) が ほぼ 自分 と 一緒 な ので 安心 し て 任せ られる から です 。 正直 いっ て 
 __label__1, もう いつ 喰わ れ て も おかしく は ない か と 思っ てる ので 同じ 考え方 の 人 が いる の は 非常 に 安心 でき ます 。 確か に ディタ さん が 村人 なら 精一杯 やっ て 疑わ れる なんて やっ て られ ない と 感じる でしょ う が 、 わかっ て いただけ ない でしょ う か 。 >> 583 ありがとう ござい ます 。 ただ 私 も よく わから ない ところ が あり まし て … 。 「 娘 → 年 の 占い 結果 」 という の は パメラ さん が 今日 ペタ さん を 占っ た 場合 という こと でしょ う か ？？@ 7 
 __label__1, 日 が 進ん だ ので また 能力 者 考察 、 灰 考察 を 落とし ます 。 少し で は あり ます が 印象 も 変化 し まし た し 。 まずは 能力 者 考察 を 。 ～ 霊 能 考察 ～ ・カタリナ さん やっぱり 喋っ て くれ ない ん です よ ね 。 少し は 改善 さ れ た と は いえ 、 発言 数 、 量 ともに 少ない です 。 狼 なら 対抗 も 喋ら ず 大した 信用 も 得 て ない 状況 で 、 より 積極 的 に なっ て 印象 を あげる だろ う し 、 真 なら 言う まで も あり ませ ん 。 この 積極 性 の な さ は 何 な ん だ 、 と 思い ます が 、 やっぱり 狂人 
 __label__1, の 可能 性 が 高い と 思っ て ます 。 発言 の 内容 自体 は それなり に 村 側 の 姿勢 だ と 思っ て いる ので 、 ペーター さん より は 相対 的 に 真 より です が 。 真 ≧ 狂 ＞ ＞ 狼 ・ ペーター さん 同上 。 発言 の 内容 の 薄 すぎる こと 。 どの 日 も 10 発言 以下 って どういう こと な ん でしょ う ？ 狼 なら こんな こと に は なら ない と 思っ て ます 。 分から ない なら 裏 で 指示 を 仰げ ば いい し 。 なら 真 か 狂 か 。 可能 性 として は 、 カタリナ さん と の 相対 的 な 評価 で 狂 寄り です が 、 真 で も おか 
 __label__1, しく は ない です か ね 。 恐らく ペーター さん は 不慣れ な ん でしょ う 。 霊 能 者 という もの が 何 を す べき か 、 どう 行動 す べき な の か が 分かっ て い ない の で は ？ です ので 、 発言 から は 何 も 読み取れ ず 困っ て い ます 。 狂 ≧ 真 ＞ ＞ 狼 ～ 占い師 考察 ～ ・パメラ さん 霊 能 者 ほど で は ない です が 、 やっぱり 喋っ て くれ ず 。 単体 の スタンス で 見る と 狂人 の 可能 性 も あり ます が 、 霊 能 者 が 真 狂 で ない と 理解 不能 で ある こと 、 CO 時 の 躊躇 から 狼 で ある 可能 性 が 高 
 __label__1, いと 見 て い ます 。 ただ 、 エルナ さん の 発言 を 見 て いく と エルナ さん 狼 も ありえ そう で … … 。 狼 ≧ 真 ＞ ＞ 狂 ・ ヨアヒム さん 同上 。 もう少し 発言 を … … 。 でも それなり に 内容 が 伴っ て いる ので 、 パメラ さん より 真 寄り に 見 て い ます ね 。 エルナ さん 吊り も 村 側 の こと を 考え て いる 印象 を 受け ます 。 困る の は 先述 し まし た が 、 エルナ さん の 存在 です ね … … 。 真 ≧ 狼 ＞ ＞ 狂 　 ＠ ９ 
 __label__7, 只今 戻り まし た 。 書け た ところ から 落とし て いき ます 。 モリ さん 、 ありがとう ござい ます 。 ヨア さん 、 お願い です から 、 あなた の 視点 白 確 を 吊 希望 に あげ ない で ください 。 ▼ 服 を し 、 霊 襲撃 が あっ た 場合 、 もし 狂 を 残さ れ たら 、 占 真偽 も 分から ない です し 、 服 が 黒 か 白 も 分かり ませ ん 。 ( 間違っ て ない です よ ね ？ ) 
 __label__9, ヨア さん >> 574 ＞ 「 青 真 決め 打ち 」 と 言っ た の は 、 ヨア さん の 発言 から 真 視 し た から で は あり ませ ん 。 兵 が 主張 し て い た よう に 、 本来 で あれ ば 班 は 放置 し て は なら ず 、 その セオリー が 頭 に あっ た ので 私 >> 499 で 、 ▼ 娘 or ▼ 服 で 迷っ て い ます 。 でも 、 もともと 娘 狼 視 し て い た こと に 加え 、 羊 の 発言 から 服 は 格好 の 班 に さ れ た という 状況 に 賭け 、 ▼ 服 を 反対 し まし た 。 昨日 「 放置 し て は なら ない 班 の ▼ 服 を 反対 する 」 という こと は 、 自分 は 
 __label__9, 「 青 決め 打ち 」 し て しまっ て い た ん です 。 はやり 能力 者 内訳 は [ 占 ： 真 狼 ][ 霊 ： 真 狂 ] だ と 思い ます 。 今日 まで 能力 者 襲撃 が ない こと に 疑問 を 感じ て い まし た が 、 上記 内訳 で 考える と す とんと 落ち ます 。 占 襲撃 し て しまえ ば 偽 確定 に なっ て 吊ら れる 可能 性 が 高い ので 出来 ない 、 霊 襲撃 し たい けど 現在 まで の 羊 と 年 の 判定 が 揃っ て いる ため 、 どちら が 狂人 か わから ず 、 誤っ て 狂人 襲撃 し て しまう の が 怖い … と 思っ て いる の で は 。 
 __label__9, 今日 の 希望 は ▼ 服 です か ね 。 理由 は 昨日 と 同じ です 。 すいません 事情 が あっ て 今日 は もう 退席 し なけれ ば いけ ませ ん ので 更新 時間 に 立ち会え ませ ん 。 大変 申し訳 ない です 。 【 霊 能 結果 は 遅く なり ます 】 な ので よろしく です 。 
 __label__6, 【 仮 2100 本 2130 】 で 了解 し た よ 。 >> 583 モリ 爺 、 ありがとう 。 「 年 → 灰 」 って 「 青 → 灰 」 ？ 　 パメラ の 占 結果 如何 で [ 霊 or 占 と 灰 から 二 択 2 縄 ] に なる という 理解 で 合っ てる ？ 僕 も あれ や これ や と 考え て み た ん だ けど 、 結局 の 所 は もう 決め 打ち で 進め て 行く しか ない よ ね ？ 全部 の 可能 性 を 考慮 し 切れ て は ない ん だ けど 。 現時点 で の 結論 から 言う と 、 今日 は ▼ 娘 の ● 灰 ( 者 or 屋 ) を 考え てる 。 以下 、 理由 。 
 __label__1, まず 真 真 狼 狼 の 場合 は 真青 で 狼 は [ 娘 ・ 年 or 羊 ]。 これ だ と 騙 霊 が 全く 仕事 し て ない よ ね 。 それ に 狂 が 者 or 屋 or 服 に なる けど 、 屋 は 非 霊 CO 回し た 本人 だ し 、 ディタ の 非 霊 も 早かっ た 。 2 人 共 セオリー 分かっ てる 人 だ し 。 服 狂 は あり 得る か な と 思い つつ 、 でも 「 なん で も ない 」 CO は ない だろ う と 。 失礼 だ けど 発言 に 雑 な 点 が 多く て 、 狂人 姿勢 が 感じ られ ない ん だ 。 
 __label__1, 真 真 狼 狂 で 真 娘 の 場合 。 残 狼 は [ 青 ・ 服 ] だ ね 。 これ だ と 青 が 全く 仕事 し て ない 。 初日 モリ 爺 占 は ともかく 2 d 占 で 黒 出し し ない の は 何故 ？ 　 3 d に 占 対象 を 襲撃 し た の も 意図 が 読め ない 。 服 は さっき も 言っ た けど 、 役職 者 なり の 気 の 使い方 が 見え ない ん だ 。 
 __label__9, 上記 内訳 で 考察 を すすめ ます が 、 青 狼 だっ た 場合 [ 青 服 神 ＋ 狂 ] が 狼 サイド です 。 青 の ▼ 服 は ライン 切り です か ？ 白 確 を 吊 希望 する 時点 で 真 占 と は 思い たく ない の です が 、 です が … 。 青 なら あり 得る と 思っ て しまう 自分 も い ます 。 3 人 の ライン 考察 しよ う と し まし た が 、 彼ら の 接触 は ほぼ 皆無 です 。 唯一 ジム さん >> 331 の ● エルナ が あり ます が 、 狼 同士 が ほぼ ノー コンタクト という の は 考え にくい 、 いえ 、 見 た こと あり ませ ん 。 
 __label__6, 一方 真青 だ と 狼 は [ 娘 ・ 者 or 屋 ( or 旅 )]。 これ だ と 偽 占 が 仕事 し てる し 、 しっくり 来 て しまう ん だ 。 … ちょっと 弱い か な 。 で 灰 占い を どっち に する か は 、 正直 どっち で も 良い ん だ よ 。 ここ まで の 話 の 流れ で 真青 な ので 判定 結果 次第 で 明日 の 吊り を 考えれ ば 良い 話 
 __label__9, >> 578 ディタ 、 指摘 ありがとう 。 うん 、 抜け てる ね 。 昨日 の 実際 の 流れ で 能力 者 襲撃 考え て なかっ た から だろ う な … 。 もう 過ぎ た 話 に 時間 取ら せ て 悪かっ た ね 。 
 __label__1, ～ 灰 考察 ～ ・ エルナ さん 俺 は 面倒 が 嫌い な （ ry 、 と でも 言い そう です 。 発言 数 が 灰 域 で は 一番 少ない ん です よ ね 。 疑問 を 抱い た の は 3 d です か ね 。 まず >> 408 で トーマス さん 襲撃 を 確認 し て いる の に も 関わら ず ▼ 樵 を 希望 。 トーマス さん 襲撃 を 黒 出し の ため の 布石 と 言っ て いる の に 見落とす という の は ちょっと 考え にくい です 。 ここ まで だっ たら 単に 疲労 故 、 でも 通り ます が 、 クララ さん の 白 確 の 勘違い 、 >> 410 です ね 。 これ は 狼 
 __label__1, の 視点 漏れ の 可能 性 が あり ます 。 難しい ん です よ ね 、 状況 的 な 黒 要素 は ある の です が 、 発言 から は 特に 黒 要素 は 拾え ませ ん 。 です ので 、 ジムゾン さん ほど 確信 は 得 られ て ない ん です が 、 か と いっ て 斑 で ある こと も 含める と 放置 し たく ない なあ 、 と 思っ て しまう 訳 です 。 感覚 を 信じる か 、 論理 的 に 考える か 、 その 分岐 点 な ん です よ ね 。 ・ ニコラス さん 中庸 域 です ね 。 序盤 最も 質問 を 飛ばし て い た 方 でしょ う か 。 その 割 に は フィードバック が 少な 
 __label__1, ～ 灰 考察 ～ [ 者 ] 初日 から 一貫 し て 私 の 中 で は 白 寄り 。 議論 に も 積極 的 に 参加 し てる し 発言 内容 とか 受け答え を 見 て も 特に 黒 要素 が 見つから ない 。 >> 577 狼 だっ たら わざわざ 自分 の 発言 の アラ を 探さ せる よう な こと を 言う かしら 。 一つ 言う なら 、 私 の こと 疑い まくっ てる けど もう ちょっと 信用 し て もらえ たら 嬉しい か な 。 [ 屋 ] 質問 に対する 返答 に 筋 が 通っ て いる 所 、 神 の 発言 に 突っ込ん で い た こと から 白 寄り 。 もし 黒 だっ たら 自 陣営 で 
 __label__1, いん です よ ね … … 。 別に 一 人 一 発言 分 使え と は 言い ませ ん が 、 やはり 何 か 抑え て いる 印象 を 受け ます 。 質問 の 結果 どういう こと が 得 られ た の か 、 それ が 少ない ん です ね 。 その 抑圧 が 何 を 意味 する の か 、 私 に は 判断 つき ませ ん が 、 村 側 なら 抑える 必要 は ない と 思い ます 。 現在 最も 黒 より な 灰 です ね 。 ・ ディーター さん この 村 で 最も やり手 の 方 か と 。 発言 や 態度 は 村 側 そのもの 、 です ね 。 私 と も 思考 が かなり 似通っ て いる ところ も ある ので 信用度 
 __label__1, ある 神 を そんなに 追いつめる よう な こと は 言っ たり し ない ん じゃ ない か な 。 あー でも そういう 作戦 な の か って 考える こと も でき なく ない … 微 灰 。 [ 旅 ] 白 とも 黒 と も とれる 。 正直 、 今 の 時点 じゃ どっち と も つけ られ ない 。 純 灰 。 初日 から 見直し て 再考 し ます … 
 __label__1, は 高め です 。 ただ 、 前 も 言い まし た が やり手 の 狼 の 可能 性 は 捨て 切れ ませ ん 。 この 場合 、 発言 のみ から の 判断 は 非常 に 困難 で ある ため 、 占い 、 という 単体 で は ない 、 群 として の 考察 材料 が 必要 だ と 先述 し まし た 。 感覚 で は 白 寄り に 見 て いる の です けれど … … 。 狂人 の 位置 が 分から ない 、 能力 者 に ２ 狼 は ない と 決め うち ます 。 よって 灰 の 中 に 確実 に 一 人 は 狼 が いる はず です 。 村 者 ＞ 服 ＞ 旅 狼 です 。 
 __label__9, モーリッツ さん が 何やら 計算 し て くれ て いる よう な ので 、 それ を 理解 し て から 決め たい です が 、 ▼ は 娘 か 服 、 ● は 者 の 予定 です 。 特に ▼ で 悩ん で い ます 。 この まま エルナ さん が 来 なかっ た 場合 も 想定 し なけれ ば なり ませ ん 。 ★ all ＞ 突然 死 対策 。 あ 、 パメラ さん ごめんなさい 。 とりあえず 　 つ 【 ジャム と パン 】 
 __label__9, ごめん ね オットー ＞ ＜ 今日 は 更新 に はいら れ そう 。 霊 考察 は 間に合わ ない かも … ； 
 __label__5, >> 600 私 として は 占い 真 確定 の 可能 性 が あっ た ため ▼ 服 を 希望 し て い ます 。 もちろん ニコ さん の >> 597 の よう に 今 私 を 信じ て 決め 打ち し て もらえる なら 私 も 服 は 吊り たく あり ませ ん 。 ( 私 視点 で ) 確定 白 な んで 確実 に 吊 一 手 無駄 に する わけ です から 。 
 __label__5, ヨアヒム と ペーター が ごっちゃ に なっ とっ た 。 すまん のう 。 ／ 青年 旅 屋 吊 服 服 娘 娘 ＿ 占 者 ＿ 灰 者 時間 きっちり に はいら れ なそ う じゃ のう 。 エルナ は … … コア 時間 から この 後 に も 十分 来そ う じゃ から の 。 どう する か 。 
 __label__6, モリ 爺 、 更新 に い られ ない って 事 かい ？ エルナ が 間に合わ なけれ ば ▼ 服 に し たい と 考え て た ん だ 。 ギリギリ まで 待っ て 変更 し たい 。 自分 は これから 更新 まで は いる よ 。 
 __label__7, >> 612 すみません 、 ひとまず ▼ 希望 撤回 し て も いい です か ？ ちょっと 状況 を 見 たい です 。 
 __label__6, 悩み まし た が やはり ▼ 娘 ● 者 で いき たい と 思い ます 。 狼 が 引ける 可能 性 は 大きい と 思っ て ます し 、 ヨアヒム さん 、 エルナ さん を 信じ て みる 価値 は あり そう です 。 ＠ ３ 
 __label__1, 娘 狼 だっ た 場合 [ 娘 神 ＋ 屋 旅 の どちら か ＋ 狂 ] です 。 ライン 考察 後 で 書き ます が 、 屋 白 視 から 旅 黒く み て い ます 。 考察 より 、 青 狼 は 状況 から も 考え 辛い ため 。 【 ● 旅 ▼ 娘 】 本日 ▼ 娘 が 決まれ ば 、 占 襲撃 の 可能 性 が 高い でしょ う 。 ので 占い が 出来る と は あまり 思っ て い ませ ん 。 
 __label__6, 今日 は 昨日 より しぼ しぼ し て ない ん です けど 目 が ヤバ い です 。 とりあえず 希望 ● ニコラス ▼ パメラ 出 だす ね 。 議事 読ん で き ます … 
 __label__1, ニコ さん の ● 灰 は … かなり 微妙 です 。 占 襲撃 考え ませ ん か ？ 青 から 判定 もらえる と 考え て いる ところ が 、 今 まで の ニコ さん の 能力 と とても 矛盾 し て いる よう に 感じる の です 。 
 __label__6, ▼ パメラ じゃ ない よ カタリナ だ よ 。 霊 能 者 ローラー し たい です … 理由 は ちょっと 後で ね 。 
 __label__6, 年 が 黒 出し し て き た ところ から 、 年 狼 で ある 気 が する ん です 。 神 狼 しっ て た から あわせ て き た … … ？ う 、 う ぅむ 。 占い 候補 どっち が 偽 か と いわ れる と 微妙 と いう か 昨日 の 青 の ▼ 服 は たしかに すごく き に なる の です 。 でも 騙り なら … … そんな こと は し ない です よ ね 、 たぶん 。 
 __label__6, 今日 は 霊 ロラ を 希望 し たい と おもっ てる の です 、 ▼ 年 で 
 __label__6, 仮 決定 【 ▼ エルナ ● バメラ → ペーター 　 ヨアヒム → 灰 自由 】 ヨアヒム は 占い 希望 を 入れ て 検討 し て 欲しい 。 パメラ は お 仕事 終了 気味 だ が 、 対抗 だけ は 占っ て おい て 貰い たい 。 
 __label__6, >> 622 すみません 、 ▼ 娘 で お願い し ます 。 ● は 者 から 変更 なし で 。 霊 ロラ の 利点 を 聞い たら また 変わる かも しれ ませ ん … ちょっと 私 に は わから なく て ･･･ すみません 。 
 __label__1, ざっと み て き たら ジムゾン 狼 確定 な の ね 。 カタリナ の 昨日 の 必死 さ 真 っぽい な … さっき の 希望 は ペーター 真 パメラ 狂 の 目 が 見え て き た の が あっ て ● 希望 は そのまま スライド 。 ただ今 は ▼ パメラ で パメラ の 正体 みたい なっ て 気持ち が ある わ 。 ● は もうちょい 読ん で し て 出し 直し たい けど 。 あと 昨日 ● ▼ 表 って ある の か な 。 
 __label__7, すみません 、 私 も モリ さん の 表 、 理解 し きれ て なかっ た ん です が 、 仮 決定 見 て 今 なら 少し 分かり そう な 気 が … 。 安全 策 ながら 色々 情報 は 落ち て き そう な … 。 情けない です が 、 もう少し 考え させ て ください 。 とにかく 能力 者 内訳 を 決め 打た ない 案 という の は 、 分かり ます 。 
 __label__7, ニコラス は >> 565 みる と 一昨日 私 が 引っかかっ て た ところ は だいたい 解決 し ちゃっ た よう な 。 下げ たい よう な 。 
 __label__9, なんか 霊 ロラ 考える と 悪く も な さ そう な ん です が 、 どうにも 私 に は 霊 は 真 狂 の 気 が する ので 、 乗り たく ない ん です よ ね 。 でも 、 どう な ん だろ う なあ … … 。 【 仮 決定 、 もう少し 考え させ て ください 。 】 
 __label__6, やっぱり カタリナ が 霊 ロラ 希望 という の が 引っかかり ます 。 狂 なら 自分 と 真 霊 を 二 手 消費 で 狼 を 逃がす 意図 の よう な 気 が し て き まし た 。 やはり 自分 を 信じ て ▼ パメラ さん ● ディーター さん を 希望 し ます 。 
 __label__6, 【 本 決定 　 仮 決定 に 同じ 】 霊 ロラ の メリット が 聞き たく て 待っ て たん じゃ が 、 出 て こ ない ので 本 決定 を 出す 。 
 __label__7, ディーター も 別に 狼 っぽく ない よう に 見える ん です けど ねー 。 どう しょ う 。 
 __label__9, モリ さん 、 ありがとう ござい ます 、 理解 でき まし た 。 二 択 は 頑張っ て 考察 し ます 。 ので 、 最善 策 だ と 思い ます 。 【 仮 決定 了解 】 です 
 __label__9, 【 本 決定 、 確認 。 】 霊 ロラ で は ない ので 反対 し ませ ん が 、 希望 通り で も ない ので ちょっと 微妙 です か ね 。 です が 、 悪く は ない かも しれ ませ ん 、 正直 頭 が 混乱 し て い て … … 。 ＠ ０ 
 __label__9, 【 本 決定 反対 】 この まま 占い 霊 能 者 機能 が 残り そう な 気 が し ない 。 
 __label__9, 色々 間に合わ なかっ た … 【 本 決定 確認 】 
 __label__9, 【 本 決定 了解 】 です 。 こういう 、 モリ さん の よう な 考察 が 基本 な のに 、 苦手 で 情けない です ね 。 
 __label__9, ハッ 時間 が が が が が が 毎回 この ことば いっ てる きが する よ 。 年 が 判定 あわせ れ た の か 、 偶然 な の か ・ ・ ・ と おもう の です が 。 【 仮 決定 了解 し まし た 】 狼 １ 匹 吊れ まし た し 、 ひとまず ここ は あり … な の か な ？ 
 __label__9, 【 本 決定 了解 】 。 
 __label__7, とりあえず セット は ニコラス に し て おく わ なんとなく ね 。 
 __label__9, 【 本 決定 確認 です 】 すみません 、 モリ さん 。 できれ ば >> 583 を 修正 し て もう一度 投稿 し て もらえ ない でしょ う か ？ ちょっと わから なく て ･･･ 4 d の 娘 → 年 年 → 灰 は 娘 → 年 青 → 灰 で いい ん でしょ う か ？ ？ 
 __label__5, 服 ＞ 次 は 能力 者 に 手 を つける 、 はず 。 ライン を 見せ て くれ て も 、 パメラ を 切っ て も 村 に いい はず じゃ 。 すまん が 人柱 に なっ と くれ 。 
 __label__1, オットー の 方 が ● は いい よう な 気 が し た よ みんな 頑張れ 
 __label__7, そう です よ ！ ヨア さん 
 __label__7, 狩人 ぐっじょぶ ！ ！ 順番 は カタリナ → ヨアヒム → パメラ → ペーターペーター が 遅れる と 言っ て た ので 。 
 __label__4, エルナ さん 、 こんばんは 。 調子 は いかが です か ？ そう です か 、 吊ら れ た 首 が 痛い です か 、 そう です か … … 。 うふふ 【 エルナ さん は 人間 でし た 】 依然として 厳しい です が 、 能力 者 に 狼 １ 、 灰 に 狼 １ です し 、 真 占い で ある 青 が 生き てる の は 大きい です ね 。 
 __label__4, 【 ディタ さん は 白 でし た 。 】 ディタ さん 、 疑い を かける よう な こと を し て しまっ て すみません でし た 。 
 __label__4, 狩人 GJ !!【 ペーター は 人間 でし た 】 
 __label__9, 【 エルナ さん の 片 白 、 ディーター さん の 片 白 、 ペーター さん の 片 白 を 確認 。 そして 何より 狩人 GJ ！ 】 ペーター さん の 判定 も 待ち たかっ た の です が 、 ちょっと 用事 が ある ので 離れ ます ね 。 パン と ジャム 置い て おく ので どうぞ ～ 。 
 __label__9, 狩人 GJ です !!( 泣 ) ペタ 君 の 判定 待ち です が 、 【 もろもろ 確認 】 し まし た 。 
 __label__9, 自分 も 【 もろもろ 確認 】 。 狩人 GJ !… だ よ ねぇ ？ 
 __label__7, ちょっと 今日 は もう 寝 ます 。 狩人 さん ほんと GJ です ! お疲れ様 
 __label__4, 今 戻り まし た 、 遅れ て 申し訳 あり ませ ん でし た 。 【 エルナ さん は ○ でし た 。 】 また 仲間 が ・ ・ ・ でも 今回 は GJ で まし た ね ！ ！ 狩人 さん やり まし た ！ ！ でも 狼 が 意図 し て 襲わ ない こと って できる ん です か ね ？ 
 __label__9, お そば せ ながら GJ で すっ 。 年 白 判定 です か 、 意外 で は あり ます ね 。 これ で 娘 は 偽 確定 です 。 今日 の 手順 として は 灰 吊り は せ ず に 青 護衛 指定 で 灰 占い 。 灰 は 旅 か 屋 です よ ね ？ それで 狼 が わかり ます 。 ▼ 灰 。 これ でも 続い たら 青 に は 霊 を 占っ て もらっ て ▼ 年 で 、 終わり です か ね 。 不 確定 要素 が 多い ので 詰み と まで は いき ませ ん が 、 うまく いけ ば その 手順 で 勝て ます 。 
 __label__9, 【 エルナ さん 白 確 確認 、 パメラ さん 偽 確 確認 。 】 これ で 真 占い師 の 生存 も 確認 でき まし た し 、 狼 の 位置 は ほぼ 分かり まし た ね 。 私 視点 から は ニコラス さん 狼 です が 、 皆さん 視点 から でも ヨアヒム さん に 私 と どちら か 片方 を 占え ば 狼 は 判明 し ます 。 今日 は ▼ パメラ さん 、 ● 私 か ニコラス さん に すれ ば 灰 の 狼 を 明日 吊れ て 終了 する はず です 。 ただ 霊 能 判定 が 割れ なかっ た こと は とある 可能 性 を 示唆 し て いる ので もう少し 考え たい です 。 
 __label__7, おっ こらせ っと 。 GJ 無 
 __label__7, GJ 無 
 __label__9, >> 651 [ 年 ] 狼 の 偽装 GJ か ？ ルール が 変わっ て 狩人 も GJ だっ た か どう か は 、 わから ん く なっ た 。 まあ 不可能 で は 無い ん じゃ が 、 手順 として は 、 占い 機能 の 破壊 に き た ところ で GJ が 出 た と 思う の が 自然 じゃろ 。 >> 652 カタリナ の 話 に ある 不 確定 要素 として は 、 突然 死 と 二 騙り で 5 d の 狩 襲撃 じゃ な 。 
